id	length	gene	biotype	chr
ENSG00000121064	1921	SCPEP1	protein_coding	chr17
ENSG00000263120	2356	AC004584.3	lncRNA	chr17
ENSG00000261192	1320	RNF126P1	transcribed_processed_pseudogene	chr17
ENSG00000263004	968	AC007114.1	lncRNA	chr17
ENSG00000121057	4285	AKAP1	protein_coding	chr17
ENSG00000263089	4281	AC007114.2	lncRNA	chr17
ENSG00000285785	730	AC003950.1	lncRNA	chr17
ENSG00000286732	1017	AC091181.2	lncRNA	chr17
ENSG00000153944	7612	MSI2	protein_coding	chr17
ENSG00000279555	2098	AC091181.1	TEC	chr17
ENSG00000279281	2074	AC015883.1	TEC	chr17
ENSG00000266100	563	AC007431.2	lncRNA	chr17
ENSG00000280028	587	AC007431.3	TEC	chr17
ENSG00000263499	1412	AC007431.1	lncRNA	chr17
ENSG00000242889	286	RN7SL449P	misc_RNA	chr17
ENSG00000238447	64	RNU7-134P	snRNA	chr17
ENSG00000166329	805	CCDC182	protein_coding	chr17
ENSG00000265542	505	AC015845.2	lncRNA	chr17
ENSG00000222976	284	RN7SKP94	misc_RNA	chr17
ENSG00000181610	5609	MRPS23	protein_coding	chr17
ENSG00000180891	3710	CUEDC1	protein_coding	chr17
ENSG00000264914	335	AC015845.1	lncRNA	chr17
ENSG00000278642	179	AC015813.4	lncRNA	chr17
ENSG00000136451	4630	VEZF1	protein_coding	chr17
ENSG00000280233	581	AC015813.7	TEC	chr17
ENSG00000266086	2270	AC015813.2	protein_coding	chr17
ENSG00000264112	4722	AC015813.1	lncRNA	chr17
ENSG00000136450	5343	SRSF1	protein_coding	chr17
ENSG00000279069	1514	AC015813.5	TEC	chr17
ENSG00000285930	3048	AC015813.8	lncRNA	chr17
ENSG00000266290	6113	AC015813.3	lncRNA	chr17
ENSG00000264364	6807	DYNLL2	protein_coding	chr17
ENSG00000279207	5808	AC015813.6	TEC	chr17
ENSG00000141194	4925	OR4D1	protein_coding	chr17
ENSG00000229590	773	MSX2P1	processed_pseudogene	chr17
ENSG00000255713	2011	OR4D2	protein_coding	chr17
ENSG00000121053	2719	EPX	protein_coding	chr17
ENSG00000278627	652	AC005962.1	lncRNA	chr17
ENSG00000011143	4123	MKS1	protein_coding	chr17
ENSG00000167419	3371	LPO	protein_coding	chr17
ENSG00000287337	1505	AC005962.2	lncRNA	chr17
ENSG00000286788	5569	AC004687.3	lncRNA	chr17
ENSG00000005381	3216	MPO	protein_coding	chr17
ENSG00000005379	7698	TSPOAP1	protein_coding	chr17
ENSG00000265148	2337	TSPOAP1-AS1	lncRNA	chr17
ENSG00000265206	1625	AC004687.1	lncRNA	chr17
ENSG00000284353	87	MIR142	miRNA	chr17
ENSG00000264399	47	MIR4736	miRNA	chr17
ENSG00000213246	1643	SUPT4H1	protein_coding	chr17
ENSG00000285897	5828	AC004687.2	protein_coding	chr17
ENSG00000108375	5575	RNF43	protein_coding	chr17
ENSG00000176160	4118	HSF5	protein_coding	chr17
ENSG00000266648	813	SETP3	processed_pseudogene	chr17
ENSG00000108389	5839	MTMR4	protein_coding	chr17
ENSG00000264672	1627	SEPTIN4-AS1	lncRNA	chr17
ENSG00000108387	3544	SEPTIN4	protein_coding	chr17
ENSG00000121101	4927	TEX14	protein_coding	chr17
ENSG00000212195	196	U3	snoRNA	chr17
ENSG00000266826	1486	IGBP1P2	protein_coding	chr17
ENSG00000199426	161	RNU1-108P	snRNA	chr17
ENSG00000266561	177	AC011195.1	processed_pseudogene	chr17
ENSG00000206917	164	RNU1-52P	snRNA	chr17
ENSG00000200997	164	RNVU1-34	snRNA	chr17
ENSG00000108384	2562	RAD51C	protein_coding	chr17
ENSG00000274198	286	AC025521.1	lncRNA	chr17
ENSG00000175175	6560	PPM1E	protein_coding	chr17
ENSG00000276601	286	Metazoa_SRP	misc_RNA	chr17
ENSG00000251865	96	RNU6-518P	snRNA	chr17
ENSG00000241462	383	AC100832.1	processed_pseudogene	chr17
ENSG00000275680	329	Metazoa_SRP	misc_RNA	chr17
ENSG00000263938	776	AC100832.2	lncRNA	chr17
ENSG00000108395	4489	TRIM37	protein_coding	chr17
ENSG00000263558	268	RN7SL716P	misc_RNA	chr17
ENSG00000224738	1338	AC099850.1	lncRNA	chr17
ENSG00000182628	2809	SKA2	protein_coding	chr17
ENSG00000252212	183	RNU2-58P	snRNA	chr17
ENSG00000211514	115	MIR454	miRNA	chr17
ENSG00000207996	86	MIR301A	miRNA	chr17
ENSG00000068489	6226	PRR11	protein_coding	chr17
ENSG00000266537	798	SPDYE22P	unprocessed_pseudogene	chr17
ENSG00000265303	557	AC099850.2	protein_coding	chr17
ENSG00000265415	321	AC099850.3	lncRNA	chr17
ENSG00000167447	3477	SMG8	protein_coding	chr17
ENSG00000153982	3241	GDPD1	protein_coding	chr17
ENSG00000207235	99	Y_RNA	misc_RNA	chr17
ENSG00000271063	214	SNRPGP17	processed_pseudogene	chr17
ENSG00000175155	5264	YPEL2	protein_coding	chr17
ENSG00000278863	614	AC091059.2	TEC	chr17
ENSG00000263857	72	MIR4729	miRNA	chr17
ENSG00000266002	215	AC091059.1	lncRNA	chr17
ENSG00000265313	4151	LINC01476	lncRNA	chr17
ENSG00000200889	141	RNU4-13P	snRNA	chr17
ENSG00000108406	3575	DHX40	protein_coding	chr17
ENSG00000273702	1162	AC091271.1	lncRNA	chr17
ENSG00000141367	8587	CLTC	protein_coding	chr17
ENSG00000141378	4114	PTRH2	protein_coding	chr17
ENSG00000062716	4325	VMP1	protein_coding	chr17
ENSG00000267637	223	AC040904.1	lncRNA	chr17
ENSG00000284190	72	MIR21	miRNA	chr17
ENSG00000201524	107	RNU6-450P	snRNA	chr17
ENSG00000108423	2491	TUBD1	protein_coding	chr17
ENSG00000270264	538	NDUFB8P2	processed_pseudogene	chr17
ENSG00000108443	5479	RPS6KB1	protein_coding	chr17
ENSG00000241913	170	RPS29P21	processed_pseudogene	chr17
ENSG00000267318	481	AC005702.1	protein_coding	chr17
ENSG00000189050	2122	RNFT1	protein_coding	chr17
ENSG00000267104	1841	TBC1D3P1-DHX40P1	lncRNA	chr17
ENSG00000267302	1603	RNFT1-DT	lncRNA	chr17
ENSG00000266992	1412	DHX40P1	transcribed_unprocessed_pseudogene	chr17
ENSG00000238283	1693	TBC1D3P1	transcribed_unprocessed_pseudogene	chr17
ENSG00000287664	401	AC005702.5	lncRNA	chr17
ENSG00000275860	421	AC005702.4	unprocessed_pseudogene	chr17
ENSG00000274378	416	AC005702.3	unprocessed_pseudogene	chr17
ENSG00000068097	6108	HEATR6	protein_coding	chr17
ENSG00000264049	81	MIR4737	miRNA	chr17
ENSG00000267526	1447	AC005702.2	processed_pseudogene	chr17
ENSG00000267416	699	AC025048.4	lncRNA	chr17
ENSG00000261040	630	WFDC21P	transcribed_unitary_pseudogene	chr17
ENSG00000280852	1161	AC025048.6	transcribed_processed_pseudogene	chr17
ENSG00000267295	569	AC025048.3	unprocessed_pseudogene	chr17
ENSG00000267248	1850	AC025048.2	lncRNA	chr17
ENSG00000277532	421	AC025048.5	unprocessed_pseudogene	chr17
ENSG00000286435	1233	AC025048.7	lncRNA	chr17
ENSG00000267095	542	AC025048.1	lncRNA	chr17
ENSG00000167434	1123	CA4	protein_coding	chr17
ENSG00000170832	6937	USP32	protein_coding	chr17
ENSG00000252577	131	SCARNA20	scaRNA	chr17
ENSG00000241157	360	RPL32P32	processed_pseudogene	chr17
ENSG00000275562	618	SEPTIN7P12	unprocessed_pseudogene	chr17
ENSG00000271626	382	H3P42	processed_pseudogene	chr17
ENSG00000141371	975	C17orf64	protein_coding	chr17
ENSG00000213228	2319	RPL12P38	transcribed_processed_pseudogene	chr17
ENSG00000062725	6492	APPBP2	protein_coding	chr17
ENSG00000270553	361	AC011921.3	processed_pseudogene	chr17
ENSG00000259349	932	AC011921.1	lncRNA	chr17
ENSG00000267678	152	AC011921.2	processed_pseudogene	chr17
ENSG00000267772	646	LINC01999	lncRNA	chr17
ENSG00000266943	606	RPSAP66	processed_pseudogene	chr17
ENSG00000170836	4768	PPM1D	protein_coding	chr17
ENSG00000200013	105	RNU6-623P	snRNA	chr17
ENSG00000141376	4556	BCAS3	protein_coding	chr17
ENSG00000239932	293	RN7SL606P	misc_RNA	chr17
ENSG00000224011	318	AC110602.1	processed_pseudogene	chr17
ENSG00000252534	107	Y_RNA	misc_RNA	chr17
ENSG00000267083	1298	KRT18P61	processed_pseudogene	chr17
ENSG00000254114	364	HMGN1P28	processed_pseudogene	chr17
ENSG00000264322	295	RN7SL448P	misc_RNA	chr17
ENSG00000267207	429	AC005884.1	lncRNA	chr17
ENSG00000267449	247	AC005884.2	lncRNA	chr17
ENSG00000227694	471	RPL23AP74	processed_pseudogene	chr17
ENSG00000286997	4221	AC005856.1	lncRNA	chr17
ENSG00000273982	393	AC005746.3	lncRNA	chr17
ENSG00000267131	470	AC005746.2	lncRNA	chr17
ENSG00000266934	716	AC005746.1	lncRNA	chr17
ENSG00000267280	861	TBX2-AS1	lncRNA	chr17
ENSG00000121068	5218	TBX2	protein_coding	chr17
ENSG00000187013	1530	LINC02875	lncRNA	chr17
ENSG00000121075	3394	TBX4	protein_coding	chr17
ENSG00000267137	552	AC005901.1	lncRNA	chr17
ENSG00000253506	799	NACA2	protein_coding	chr17
ENSG00000136492	8182	BRIP1	protein_coding	chr17
ENSG00000108506	6226	INTS2	protein_coding	chr17
ENSG00000202361	99	Y_RNA	misc_RNA	chr17
ENSG00000108510	10461	MED13	protein_coding	chr17
ENSG00000279133	3819	AC018628.1	TEC	chr17
ENSG00000242398	280	RN7SL800P	misc_RNA	chr17
ENSG00000285879	1426	AC018628.2	lncRNA	chr17
ENSG00000200842	113	Y_RNA	misc_RNA	chr17
ENSG00000207123	102	Y_RNA	misc_RNA	chr17
ENSG00000266066	3668	POLRMTP1	processed_pseudogene	chr17
ENSG00000266365	843	AC053481.3	unprocessed_pseudogene	chr17
ENSG00000266647	216	AC053481.4	unprocessed_pseudogene	chr17
ENSG00000188755	2088	TBC1D3P2	transcribed_unprocessed_pseudogene	chr17
ENSG00000263887	1500	AC053481.2	transcribed_unprocessed_pseudogene	chr17
ENSG00000242123	306	AC053481.1	processed_pseudogene	chr17
ENSG00000172421	1849	EFCAB3	protein_coding	chr17
ENSG00000239809	348	AC008026.2	processed_pseudogene	chr17
ENSG00000251981	63	RNU7-52P	snRNA	chr17
ENSG00000239527	444	RPS23P7	processed_pseudogene	chr17
ENSG00000087995	5799	METTL2A	protein_coding	chr17
ENSG00000146872	5640	TLK2	protein_coding	chr17
ENSG00000239246	447	AC008026.1	processed_pseudogene	chr17
ENSG00000264546	1707	AC008026.3	lncRNA	chr17
ENSG00000277463	423	AC080038.2	lncRNA	chr17
ENSG00000274565	1154	AC080038.1	lncRNA	chr17
ENSG00000011028	5719	MRC2	protein_coding	chr17
ENSG00000207382	105	Y_RNA	misc_RNA	chr17
ENSG00000279713	1952	AC080038.3	TEC	chr17
ENSG00000199697	106	RNU6-446P	snRNA	chr17
ENSG00000265702	3145	AC005821.1	lncRNA	chr17
ENSG00000173838	3338	MARCHF10	protein_coding	chr17
ENSG00000287457	1390	AC005821.2	lncRNA	chr17
ENSG00000265000	1811	MARCHF10-DT	lncRNA	chr17
ENSG00000264907	545	PRELID3BP3	processed_pseudogene	chr17
ENSG00000283538	2080	AC005972.3	lncRNA	chr17
ENSG00000207552	98	MIR633	miRNA	chr17
ENSG00000265262	358	TRMT112P3	transcribed_processed_pseudogene	chr17
ENSG00000270324	348	AC005972.1	processed_pseudogene	chr17
ENSG00000272164	481	AC005972.2	processed_pseudogene	chr17
ENSG00000170921	11721	TANC2	protein_coding	chr17
ENSG00000272383	1036	AC006270.2	processed_pseudogene	chr17
ENSG00000264513	478	AC006270.1	lncRNA	chr17
ENSG00000264529	652	DNAJB6P8	transcribed_processed_pseudogene	chr17
ENSG00000233635	491	AC015923.1	lncRNA	chr17
ENSG00000263501	562	AC005828.2	lncRNA	chr17
ENSG00000271919	556	AC005828.7	transcribed_processed_pseudogene	chr17
ENSG00000226797	524	AC005828.1	lncRNA	chr17
ENSG00000263644	591	AC005828.3	lncRNA	chr17
ENSG00000271749	232	AC005828.6	unprocessed_pseudogene	chr17
ENSG00000265282	552	AC005828.4	lncRNA	chr17
ENSG00000008283	3200	CYB561	protein_coding	chr17
ENSG00000265971	355	AC005828.5	lncRNA	chr17
ENSG00000228979	490	PPIAP55	processed_pseudogene	chr17
ENSG00000159640	5120	ACE	protein_coding	chr17
ENSG00000264813	4862	AC113554.1	protein_coding	chr17
ENSG00000224353	1973	ACE3P	transcribed_unprocessed_pseudogene	chr17
ENSG00000173826	3821	KCNH6	protein_coding	chr17
ENSG00000136485	6324	DCAF7	protein_coding	chr17
ENSG00000200560	104	RNU6-288P	snRNA	chr17
ENSG00000136463	2304	TACO1	protein_coding	chr17
ENSG00000270587	413	AC046185.2	processed_pseudogene	chr17
ENSG00000198909	4818	MAP3K3	protein_coding	chr17
ENSG00000263883	513	EEF1DP7	transcribed_processed_pseudogene	chr17
ENSG00000266173	3685	STRADA	protein_coding	chr17
ENSG00000136490	3192	LIMD2	protein_coding	chr17
ENSG00000279369	1824	AC046185.3	TEC	chr17
ENSG00000125695	2128	AC046185.1	protein_coding	chr17
ENSG00000108588	3283	CCDC47	protein_coding	chr17
ENSG00000198231	4337	DDX42	protein_coding	chr17
ENSG00000108592	3551	FTSJ3	protein_coding	chr17
ENSG00000087191	2586	PSMC5	protein_coding	chr17
ENSG00000108604	2464	SMARCD2	protein_coding	chr17
ENSG00000240280	3317	TCAM1P	transcribed_unitary_pseudogene	chr17
ENSG00000213218	1660	CSH2	protein_coding	chr17
ENSG00000136487	1138	GH2	protein_coding	chr17
ENSG00000259533	409	AC040958.1	unprocessed_pseudogene	chr17
ENSG00000136488	1586	CSH1	protein_coding	chr17
ENSG00000259333	237	AC127029.1	unprocessed_pseudogene	chr17
ENSG00000204414	1602	CSHL1	protein_coding	chr17
ENSG00000259384	830	GH1	protein_coding	chr17
ENSG00000285947	1038	AC127029.3	protein_coding	chr17
ENSG00000007312	1254	CD79B	protein_coding	chr17
ENSG00000007314	7805	SCN4A	protein_coding	chr17
ENSG00000263489	502	AC127029.2	lncRNA	chr17
ENSG00000264954	2926	PRR29-AS1	lncRNA	chr17
ENSG00000224383	3128	PRR29	protein_coding	chr17
ENSG00000108622	1334	ICAM2	protein_coding	chr17
ENSG00000178607	9028	ERN1	protein_coding	chr17
ENSG00000286629	1434	AC005803.1	lncRNA	chr17
ENSG00000266402	278	SNHG25	lncRNA	chr17
ENSG00000199753	70	SNORD104	snoRNA	chr17
ENSG00000281311	135	AC025362.1	snoRNA	chr17
ENSG00000277887	133	SNORA50C	snoRNA	chr17
ENSG00000136478	5244	TEX2	protein_coding	chr17
ENSG00000256358	375	RPL31P57	processed_pseudogene	chr17
ENSG00000261371	6813	PECAM1	protein_coding	chr17
ENSG00000239823	106	Y_RNA	misc_RNA	chr17
ENSG00000265031	102	AC234063.1	miRNA	chr17
ENSG00000271605	1448	MILR1	protein_coding	chr17
ENSG00000256525	3559	POLG2	protein_coding	chr17
ENSG00000256826	267	ATP5MFP4	processed_pseudogene	chr17
ENSG00000108654	5782	DDX5	protein_coding	chr17
ENSG00000284564	66	MIR3064	miRNA	chr17
ENSG00000284368	100	MIR5047	miRNA	chr17
ENSG00000258890	3641	CEP95	protein_coding	chr17
ENSG00000108854	6240	SMURF2	protein_coding	chr17
ENSG00000271779	253	AC009994.1	processed_pseudogene	chr17
ENSG00000270714	229	MICOS10P2	processed_pseudogene	chr17
ENSG00000215769	2732	ARHGAP27P1-BPTFP1-KPNA2P3	lncRNA	chr17
ENSG00000266820	848	KPNA2P3	transcribed_unprocessed_pseudogene	chr17
ENSG00000265298	892	AC132812.1	unprocessed_pseudogene	chr17
ENSG00000263647	492	BPTFP1	unprocessed_pseudogene	chr17
ENSG00000265982	96	AC103810.3	unprocessed_pseudogene	chr17
ENSG00000214176	5014	PLEKHM1P1	transcribed_unprocessed_pseudogene	chr17
ENSG00000278581	66	MIR6080	miRNA	chr17
ENSG00000284172	73	MIR4315-2	miRNA	chr17
ENSG00000252242	55	RNU7-115P	snRNA	chr17
ENSG00000272400	343	AC103810.9	unprocessed_pseudogene	chr17
ENSG00000176809	5665	LRRC37A3	protein_coding	chr17
ENSG00000264840	281	RN7SL404P	misc_RNA	chr17
ENSG00000272134	91	AC103810.6	processed_pseudogene	chr17
ENSG00000272220	118	AC103810.7	transcribed_processed_pseudogene	chr17
ENSG00000265218	631	AC103810.2	lncRNA	chr17
ENSG00000266644	560	AC103810.5	lncRNA	chr17
ENSG00000271974	136	RDM1P4	transcribed_processed_pseudogene	chr17
ENSG00000264057	599	AC103810.1	transcribed_unprocessed_pseudogene	chr17
ENSG00000266155	257	AC103810.4	unprocessed_pseudogene	chr17
ENSG00000280299	625	AC037487.4	lncRNA	chr17
ENSG00000272346	112	AC103810.8	transcribed_unprocessed_pseudogene	chr17
ENSG00000265912	2474	AC037487.1	lncRNA	chr17
ENSG00000272006	112	AC037487.3	processed_pseudogene	chr17
ENSG00000232457	1059	SLC16A6P1	transcribed_unprocessed_pseudogene	chr17
ENSG00000214174	3425	AMZ2P1	transcribed_unprocessed_pseudogene	chr17
ENSG00000120063	6249	GNA13	protein_coding	chr17
ENSG00000266598	537	AC037487.2	lncRNA	chr17
ENSG00000108370	2736	RGS9	protein_coding	chr17
ENSG00000265883	164	AC060771.1	processed_pseudogene	chr17
ENSG00000263520	277	LINC02563	lncRNA	chr17
ENSG00000168646	4260	AXIN2	protein_coding	chr17
ENSG00000266076	1616	AC004805.1	protein_coding	chr17
ENSG00000154240	3517	CEP112	protein_coding	chr17
ENSG00000271587	310	AC004805.3	processed_pseudogene	chr17
ENSG00000270870	482	AC004805.2	processed_pseudogene	chr17
ENSG00000266707	546	PSMD7P1	processed_pseudogene	chr17
ENSG00000091583	1174	APOH	protein_coding	chr17
ENSG00000252653	106	RNA5SP444	rRNA_pseudogene	chr17
ENSG00000284242	606	AC009452.1	unprocessed_pseudogene	chr17
ENSG00000154229	8964	PRKCA	protein_coding	chr17
ENSG00000244044	292	RN7SL735P	misc_RNA	chr17
ENSG00000264630	2113	PRKCA-AS1	lncRNA	chr17
ENSG00000252685	104	RNU6-928P	snRNA	chr17
ENSG00000251698	115	RNA5SP445	rRNA_pseudogene	chr17
ENSG00000229330	484	AC006947.1	lncRNA	chr17
ENSG00000207943	97	MIR634	miRNA	chr17
ENSG00000075429	10576	CACNG5	protein_coding	chr17
ENSG00000251764	82	RNA5SP446	rRNA_pseudogene	chr17
ENSG00000075461	3583	CACNG4	protein_coding	chr17
ENSG00000264491	460	AC005544.1	lncRNA	chr17
ENSG00000265664	229	AC005544.2	lncRNA	chr17
ENSG00000108878	1302	CACNG1	protein_coding	chr17
ENSG00000198265	13817	HELZ	protein_coding	chr17
ENSG00000264421	380	AC007448.3	lncRNA	chr17
ENSG00000213180	314	RPL36AP48	processed_pseudogene	chr17
ENSG00000285877	2511	AC007448.5	lncRNA	chr17
ENSG00000266473	689	AC007448.4	lncRNA	chr17
ENSG00000200619	119	RNA5SP447	rRNA_pseudogene	chr17
ENSG00000207410	139	AC007448.1	snoRNA	chr17
ENSG00000264093	234	AC007448.2	processed_pseudogene	chr17
ENSG00000197170	4356	PSMD12	protein_coding	chr17
ENSG00000154217	6359	PITPNC1	protein_coding	chr17
ENSG00000201547	108	Y_RNA	misc_RNA	chr17
ENSG00000244610	268	RN7SL756P	misc_RNA	chr17
ENSG00000263690	97	MIR548D2	miRNA	chr17
ENSG00000207688	97	MIR548AA2	miRNA	chr17
ENSG00000264754	612	AC110921.1	lncRNA	chr17
ENSG00000279917	2546	AC079331.2	TEC	chr17
ENSG00000279361	1200	AC079331.1	TEC	chr17
ENSG00000288109	748	AC079331.3	lncRNA	chr17
ENSG00000130935	2844	NOL11	protein_coding	chr17
ENSG00000200394	131	SNORA38B	snoRNA	chr17
ENSG00000266858	862	RPSAP67	unprocessed_pseudogene	chr17
ENSG00000213179	541	RPL17P41	processed_pseudogene	chr17
ENSG00000171634	11292	BPTF	protein_coding	chr17
ENSG00000266717	709	AC134407.1	lncRNA	chr17
ENSG00000279573	1978	AC134407.2	TEC	chr17
ENSG00000279880	2139	AC134407.3	TEC	chr17
ENSG00000265052	275	RN7SL622P	misc_RNA	chr17
ENSG00000186665	2105	C17orf58	protein_coding	chr17
ENSG00000182481	4097	KPNA2	protein_coding	chr17
ENSG00000266117	471	FBXO36P1	processed_pseudogene	chr17
ENSG00000265055	1369	AC145343.1	lncRNA	chr17
ENSG00000237854	678	LINC00674	transcribed_unprocessed_pseudogene	chr17
ENSG00000267023	3725	LRRC37A16P	transcribed_unprocessed_pseudogene	chr17
ENSG00000278730	2921	AC005332.6	lncRNA	chr17
ENSG00000274561	446	AC005332.3	lncRNA	chr17
ENSG00000277476	2735	AC005332.5	lncRNA	chr17
ENSG00000267352	930	SH3GL1P3	processed_pseudogene	chr17
ENSG00000267708	579	RDM1P3	unprocessed_pseudogene	chr17
ENSG00000278740	619	AC005332.7	lncRNA	chr17
ENSG00000267731	2919	AC005332.2	lncRNA	chr17
ENSG00000267472	676	ARHGAP27P2	processed_pseudogene	chr17
ENSG00000196704	2650	AMZ2	protein_coding	chr17
ENSG00000274712	2005	AC005332.4	transcribed_unprocessed_pseudogene	chr17
ENSG00000265100	1310	AC005332.1	lncRNA	chr17
ENSG00000141337	4642	ARSG	protein_coding	chr17
ENSG00000108932	3807	SLC16A6	protein_coding	chr17
ENSG00000267009	773	AC007780.1	lncRNA	chr17
ENSG00000070540	1908	WIPI1	protein_coding	chr17
ENSG00000207561	98	MIR635	miRNA	chr17
ENSG00000108946	4327	PRKAR1A	protein_coding	chr17
ENSG00000108950	4688	FAM20A	protein_coding	chr17
ENSG00000267461	384	AC079210.1	lncRNA	chr17
ENSG00000267659	2616	LINC01482	lncRNA	chr17
ENSG00000283376	786	AC011591.2	unitary_pseudogene	chr17
ENSG00000267250	518	AC011591.1	lncRNA	chr17
ENSG00000141338	6002	ABCA8	protein_coding	chr17
ENSG00000231749	838	ABCA9-AS1	lncRNA	chr17
ENSG00000154258	6377	ABCA9	protein_coding	chr17
ENSG00000154262	8186	ABCA6	protein_coding	chr17
ENSG00000267361	1211	SEC24AP1	processed_pseudogene	chr17
ENSG00000265331	115	MIR4524B	miRNA	chr17
ENSG00000283385	69	MIR4524A	miRNA	chr17
ENSG00000154263	6362	ABCA10	protein_coding	chr17
ENSG00000278873	2050	PRO1804	TEC	chr17
ENSG00000285931	511	AC005495.1	lncRNA	chr17
ENSG00000154265	8252	ABCA5	protein_coding	chr17
ENSG00000267203	229	SNRPGP4	processed_pseudogene	chr17
ENSG00000252352	86	AC115085.1	snoRNA	chr17
ENSG00000108984	13405	MAP2K6	protein_coding	chr17
ENSG00000278972	2450	AC015920.1	TEC	chr17
ENSG00000267653	584	AC002546.1	lncRNA	chr17
ENSG00000227517	3085	LINC01483	lncRNA	chr17
ENSG00000267184	181	AC002545.1	processed_pseudogene	chr17
ENSG00000237560	1615	LINC01497	lncRNA	chr17
ENSG00000199801	109	Y_RNA	misc_RNA	chr17
ENSG00000230258	725	AC005208.1	lncRNA	chr17
ENSG00000267603	1045	LINC01028	lncRNA	chr17
ENSG00000153822	4190	KCNJ16	protein_coding	chr17
ENSG00000267365	2442	KCNJ2-AS1	lncRNA	chr17
ENSG00000123700	5391	KCNJ2	protein_coding	chr17
ENSG00000267170	438	CALM2P1	processed_pseudogene	chr17
ENSG00000267109	734	AC011990.1	lncRNA	chr17
ENSG00000267471	349	AC005771.1	processed_pseudogene	chr17
ENSG00000271239	627	AC007423.1	lncRNA	chr17
ENSG00000271101	1256	AC005181.1	processed_pseudogene	chr17
ENSG00000260785	2096	CASC17	lncRNA	chr17
ENSG00000238759	63	RNU7-155P	snRNA	chr17
ENSG00000225818	561	AC118653.1	lncRNA	chr17
ENSG00000228118	459	MYL6P5	processed_pseudogene	chr17
ENSG00000286387	2188	AC007432.1	lncRNA	chr17
ENSG00000283517	703	AC005144.1	lncRNA	chr17
ENSG00000228639	1490	ROCR	lncRNA	chr17
ENSG00000256124	3684	LINC01152	lncRNA	chr17
ENSG00000288605	1041	AC007461.1	lncRNA	chr17
ENSG00000234899	4476	SOX9-AS1	lncRNA	chr17
ENSG00000226101	2683	LINC02097	lncRNA	chr17
ENSG00000125398	3931	SOX9	protein_coding	chr17
ENSG00000227036	3766	LINC00511	lncRNA	chr17
ENSG00000264026	1931	LINC02003	lncRNA	chr17
ENSG00000263680	833	AC007639.1	lncRNA	chr17
ENSG00000243514	394	RPL32P33	processed_pseudogene	chr17
ENSG00000263893	889	AC080037.2	lncRNA	chr17
ENSG00000133195	2752	SLC39A11	protein_coding	chr17
ENSG00000200783	330	RN7SKP180	misc_RNA	chr17
ENSG00000252274	137	AC080037.1	scaRNA	chr17
ENSG00000264196	624	AC011120.1	lncRNA	chr17
ENSG00000266501	419	ATG12P1	processed_pseudogene	chr17
ENSG00000265469	325	POLR3KP2	processed_pseudogene	chr17
ENSG00000264860	588	AC097641.1	lncRNA	chr17
ENSG00000180616	7685	SSTR2	protein_coding	chr17
ENSG00000166685	4051	COG1	protein_coding	chr17
ENSG00000277728	464	AC097641.2	lncRNA	chr17
ENSG00000133193	2865	FAM104A	protein_coding	chr17
ENSG00000141219	3645	C17orf80	protein_coding	chr17
ENSG00000265010	321	AC087301.1	lncRNA	chr17
ENSG00000187959	1275	CPSF4L	protein_coding	chr17
ENSG00000179604	3098	CDC42EP4	protein_coding	chr17
ENSG00000069188	11079	SDK2	protein_coding	chr17
ENSG00000264985	4315	AC124804.1	lncRNA	chr17
ENSG00000264750	173	AC032019.1	lncRNA	chr17
ENSG00000265935	403	AC032019.2	lncRNA	chr17
ENSG00000263574	1677	AC125421.1	lncRNA	chr17
ENSG00000177338	1256	LINC00469	lncRNA	chr17
ENSG00000234721	2472	LINC02092	lncRNA	chr17
ENSG00000265927	583	AC125421.2	lncRNA	chr17
ENSG00000266765	419	AC137735.1	lncRNA	chr17
ENSG00000288006	1799	AC137735.3	lncRNA	chr17
ENSG00000285648	1021	AC137735.2	lncRNA	chr17
ENSG00000266357	1342	LINC02074	lncRNA	chr17
ENSG00000172809	2450	RPL38	protein_coding	chr17
ENSG00000246731	2589	MGC16275	lncRNA	chr17
ENSG00000141540	3661	TTYH2	protein_coding	chr17
ENSG00000264272	513	AC100786.1	lncRNA	chr17
ENSG00000171595	2475	DNAI2	protein_coding	chr17
ENSG00000266106	651	AC103809.1	lncRNA	chr17
ENSG00000196169	3629	KIF19	protein_coding	chr17
ENSG00000204347	1727	BTBD17	protein_coding	chr17
ENSG00000257008	1608	GPR142	protein_coding	chr17
ENSG00000200021	111	RNA5SP448	rRNA_pseudogene	chr17
ENSG00000170412	2371	GPRC5C	protein_coding	chr17
ENSG00000167851	1785	CD300A	protein_coding	chr17
ENSG00000178789	2295	CD300LB	protein_coding	chr17
ENSG00000167850	1524	CD300C	protein_coding	chr17
ENSG00000236770	857	AC079325.1	unprocessed_pseudogene	chr17
ENSG00000284690	606	CD300H	polymorphic_pseudogene	chr17
ENSG00000204345	1303	CD300LD	protein_coding	chr17
ENSG00000182352	2525	C17orf77	lncRNA	chr17
ENSG00000261222	3493	AC064805.1	lncRNA	chr17
ENSG00000186407	3503	CD300E	protein_coding	chr17
ENSG00000264659	3370	AC064805.2	lncRNA	chr17
ENSG00000172794	3804	RAB37	protein_coding	chr17
ENSG00000186074	1825	CD300LF	protein_coding	chr17
ENSG00000266036	565	AC016888.1	lncRNA	chr17
ENSG00000284186	87	MIR3615	miRNA	chr17
ENSG00000109062	1993	SLC9A3R1	protein_coding	chr17
